id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
17622,53,retired,divorced,basic.9y,no,no,no,telephone,jul,mon,16,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36759,49,services,married,high.school,no,no,no,cellular,jun,tue,4,999,0,nonexistent,-2.9,92.963,-40.8,1.286,5076.2,yes
7235,28,technician,married,high.school,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
17594,42,services,married,basic.4y,no,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
4912,29,admin.,single,basic.9y,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
1212,28,admin.,single,professional.course,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
14602,32,technician,single,professional.course,no,no,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
23234,48,admin.,divorced,university.degree,unknown,no,no,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
37336,29,technician,single,professional.course,no,yes,yes,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no
11985,41,admin.,single,basic.6y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
22963,54,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
17026,25,technician,divorced,high.school,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6770,42,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40027,35,admin.,single,university.degree,no,no,no,cellular,jul,fri,5,4,1,success,-1.7,94.215,-40.3,0.79,4991.6,yes
2292,28,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
21462,31,technician,single,professional.course,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
17848,48,unknown,married,unknown,unknown,yes,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
741,48,admin.,divorced,high.school,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2289,33,self-employed,married,university.degree,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
16395,24,services,single,basic.9y,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
34266,24,technician,married,professional.course,no,yes,no,cellular,may,thu,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
34859,24,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,fri,6,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
3392,41,admin.,single,unknown,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
20110,59,retired,married,basic.4y,unknown,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
15769,39,technician,single,professional.course,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
19923,60,admin.,married,university.degree,no,no,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
27636,29,blue-collar,single,basic.6y,no,no,no,telephone,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
25672,32,management,single,professional.course,no,yes,no,cellular,nov,wed,4,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
22382,29,technician,single,professional.course,no,yes,yes,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
15437,30,blue-collar,married,high.school,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
29804,19,student,single,unknown,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
26076,49,admin.,single,basic.9y,no,yes,yes,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
23897,49,services,married,unknown,no,no,no,telephone,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
5016,50,blue-collar,divorced,high.school,no,no,no,telephone,may,wed,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
982,55,blue-collar,married,basic.4y,no,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
26961,32,blue-collar,single,basic.9y,no,no,no,cellular,nov,thu,5,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
37691,74,retired,married,university.degree,no,yes,yes,cellular,aug,wed,3,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,yes
15300,52,housemaid,single,university.degree,no,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
10563,30,technician,married,high.school,unknown,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
15223,24,services,single,basic.9y,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
19413,48,admin.,married,high.school,unknown,no,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
20059,32,management,married,university.degree,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38946,67,retired,married,basic.4y,no,no,no,telephone,nov,fri,4,999,1,failure,-3.4,92.649,-30.1,0.718,5017.5,no
13941,34,services,single,high.school,unknown,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33637,29,management,divorced,basic.9y,no,yes,yes,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
22196,32,technician,single,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
16869,57,blue-collar,married,basic.4y,no,yes,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33149,28,admin.,single,high.school,no,yes,yes,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
3643,50,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
6470,41,entrepreneur,single,basic.4y,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
8659,32,admin.,single,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
32191,31,services,single,high.school,unknown,no,no,cellular,may,fri,2,999,2,failure,-1.8,92.893,-46.2,1.313,5099.1,no
10976,32,student,single,university.degree,no,yes,no,telephone,jun,wed,12,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
17240,46,technician,divorced,university.degree,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34722,25,student,single,high.school,no,yes,no,cellular,may,thu,3,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,yes
33533,57,retired,divorced,basic.9y,no,yes,no,telephone,may,tue,5,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
9254,51,technician,married,basic.6y,unknown,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
26771,39,management,married,unknown,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
35486,54,blue-collar,married,basic.4y,unknown,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
361,40,unemployed,divorced,high.school,unknown,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
17171,39,admin.,married,high.school,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
7363,45,technician,married,professional.course,unknown,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
20655,57,admin.,single,university.degree,unknown,yes,yes,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20597,31,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
3576,51,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
18562,36,entrepreneur,married,university.degree,unknown,yes,no,cellular,jul,thu,7,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
33712,41,blue-collar,married,basic.9y,no,no,yes,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
1378,36,admin.,married,high.school,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
14288,26,admin.,single,high.school,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
24845,31,admin.,divorced,university.degree,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
40744,35,admin.,married,university.degree,no,yes,no,telephone,sep,wed,1,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,no
36437,37,admin.,married,university.degree,no,yes,no,cellular,jun,tue,1,999,1,failure,-2.9,92.963,-40.8,1.262,5076.2,no
25698,38,blue-collar,married,professional.course,no,yes,yes,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
20444,35,technician,married,high.school,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
15028,40,services,married,basic.9y,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
19300,38,admin.,single,high.school,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
15931,39,admin.,married,university.degree,no,yes,no,cellular,jul,mon,15,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
17741,59,retired,divorced,university.degree,unknown,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
31001,34,technician,married,professional.course,no,yes,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
20413,40,admin.,married,university.degree,no,yes,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
13998,31,student,single,high.school,unknown,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
8466,52,unemployed,married,high.school,unknown,yes,no,telephone,jun,tue,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
17376,46,services,married,high.school,unknown,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
18110,46,admin.,married,university.degree,no,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
9067,25,technician,single,university.degree,no,yes,yes,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
10524,51,blue-collar,married,basic.4y,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
28142,44,blue-collar,married,high.school,no,no,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no
32672,26,blue-collar,married,basic.6y,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
17003,30,blue-collar,married,basic.4y,no,yes,no,telephone,jul,thu,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
21655,34,technician,single,university.degree,no,yes,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
12000,42,services,single,unknown,no,yes,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
14816,23,blue-collar,single,high.school,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
10548,53,services,unknown,unknown,no,yes,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8666,36,admin.,married,basic.9y,no,no,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
20104,45,services,married,high.school,unknown,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36533,26,student,single,university.degree,unknown,yes,no,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
13105,33,admin.,married,high.school,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
37226,51,housemaid,married,unknown,no,no,no,cellular,aug,fri,1,999,1,failure,-2.9,92.201,-31.4,0.881,5076.2,yes
5978,26,technician,married,professional.course,no,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
36563,69,entrepreneur,married,high.school,no,no,no,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
12331,53,blue-collar,married,basic.4y,no,yes,no,telephone,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
27688,36,blue-collar,married,high.school,no,yes,no,cellular,dec,thu,1,999,0,nonexistent,-0.2,92.756,-45.9,3.329,5176.3,no
28446,36,blue-collar,married,basic.9y,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
8480,42,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
16709,50,admin.,single,university.degree,no,unknown,unknown,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
17201,34,technician,married,university.degree,no,yes,yes,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
40309,41,admin.,married,university.degree,no,yes,no,cellular,jul,fri,7,6,3,success,-1.7,94.215,-40.3,0.896,4991.6,no
16118,32,blue-collar,married,basic.4y,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
22775,50,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
7788,49,management,married,university.degree,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
36126,30,technician,married,professional.course,no,no,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
26291,56,admin.,divorced,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
13318,37,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
40181,43,technician,divorced,unknown,no,no,no,cellular,jul,fri,1,999,1,failure,-1.7,94.215,-40.3,0.861,4991.6,no
3552,40,services,divorced,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33182,26,admin.,single,university.degree,no,yes,no,cellular,may,tue,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
9712,32,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,17,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8776,34,services,married,high.school,unknown,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
26154,53,self-employed,married,university.degree,unknown,yes,no,cellular,nov,wed,4,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
21208,31,management,married,university.degree,no,yes,yes,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
22940,43,technician,married,professional.course,unknown,no,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
15310,29,admin.,single,high.school,no,no,yes,telephone,jul,fri,9,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
38358,36,management,married,basic.4y,no,no,no,cellular,oct,mon,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,no
22504,29,admin.,married,university.degree,no,yes,no,cellular,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
17804,58,admin.,married,high.school,unknown,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
2668,43,management,married,university.degree,no,unknown,unknown,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
24045,31,admin.,single,university.degree,no,yes,no,telephone,oct,tue,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,yes
14431,25,management,single,university.degree,no,no,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
35445,43,admin.,single,high.school,no,yes,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
19628,50,technician,married,professional.course,no,no,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
29177,45,blue-collar,married,basic.9y,no,unknown,unknown,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
1533,38,admin.,married,high.school,no,no,no,telephone,may,thu,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
41071,37,admin.,married,university.degree,no,no,no,cellular,nov,mon,1,999,1,failure,-1.1,94.767,-50.8,1.05,4963.6,no
3671,37,management,married,university.degree,no,unknown,unknown,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
5013,33,services,married,high.school,unknown,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
24083,47,admin.,married,university.degree,no,no,yes,telephone,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.663,5195.8,no
27161,46,technician,divorced,university.degree,no,yes,no,cellular,nov,fri,5,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,yes
19254,49,unemployed,married,professional.course,unknown,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes
1843,45,services,married,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
23308,37,housemaid,married,basic.4y,no,yes,no,cellular,aug,wed,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
15908,37,admin.,married,high.school,no,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
29607,43,management,married,university.degree,no,no,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
41153,26,management,single,university.degree,no,yes,no,cellular,nov,mon,5,999,0,nonexistent,-1.1,94.767,-50.8,1.039,4963.6,no
5785,25,blue-collar,married,high.school,unknown,yes,yes,telephone,may,mon,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
9126,43,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
1444,35,services,married,basic.9y,no,yes,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
10448,37,technician,single,university.degree,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
2154,37,self-employed,divorced,university.degree,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37899,38,admin.,single,university.degree,no,yes,no,telephone,sep,tue,1,999,0,nonexistent,-3.4,92.379,-29.8,0.819,5017.5,no
15624,48,services,divorced,high.school,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
29959,42,blue-collar,married,high.school,no,no,yes,cellular,apr,mon,5,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
5306,37,admin.,single,high.school,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37583,29,blue-collar,single,basic.6y,no,no,no,cellular,aug,fri,3,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,yes
2169,33,technician,married,professional.course,no,yes,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
9853,53,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
14709,48,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
13921,54,blue-collar,divorced,high.school,unknown,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
20349,41,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
13438,48,technician,single,professional.course,no,yes,yes,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
22105,46,self-employed,married,university.degree,no,no,yes,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
16527,26,student,single,high.school,no,no,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
13728,42,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
15119,29,unemployed,married,university.degree,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
21539,41,admin.,married,university.degree,unknown,no,no,cellular,aug,tue,17,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
25452,32,blue-collar,single,high.school,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
31481,49,services,single,high.school,no,no,yes,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
19944,34,admin.,divorced,high.school,no,no,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
15772,31,admin.,single,high.school,no,no,no,cellular,jul,mon,6,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
15935,57,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
21426,33,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
3567,44,management,single,university.degree,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes
12070,27,self-employed,single,university.degree,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
40124,29,admin.,married,university.degree,no,unknown,unknown,cellular,jul,tue,1,3,1,success,-1.7,94.215,-40.3,0.835,4991.6,yes
26493,46,entrepreneur,married,unknown,unknown,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
14657,27,services,single,high.school,no,no,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
8281,41,services,married,high.school,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
30978,33,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,yes
28259,27,technician,single,basic.9y,no,no,yes,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
23603,38,unknown,married,unknown,no,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
31151,35,services,married,high.school,unknown,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
19187,47,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
32626,30,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
11028,43,management,married,high.school,no,no,no,telephone,jun,wed,10,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
19619,46,admin.,married,basic.9y,no,no,no,cellular,aug,thu,6,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
23726,31,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,7,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
34667,37,technician,single,professional.course,no,yes,no,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
28882,42,entrepreneur,married,university.degree,unknown,no,no,cellular,apr,fri,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
40639,85,retired,married,basic.4y,no,no,no,cellular,sep,tue,1,3,2,success,-1.1,94.199,-37.5,0.881,4963.6,yes
36149,38,management,single,university.degree,no,no,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
10828,44,admin.,single,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
3849,28,admin.,married,high.school,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
19371,60,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
2504,32,admin.,married,university.degree,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
8516,37,technician,single,high.school,no,unknown,unknown,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
31654,40,unemployed,married,professional.course,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
32739,39,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
1496,41,technician,married,professional.course,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
38024,62,retired,married,university.degree,no,yes,no,cellular,sep,wed,3,999,1,failure,-3.4,92.379,-29.8,0.781,5017.5,no
20617,30,technician,married,professional.course,no,no,yes,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36603,30,admin.,single,university.degree,no,no,no,cellular,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
40829,31,admin.,single,high.school,no,no,no,cellular,sep,mon,5,6,3,success,-1.1,94.199,-37.5,0.879,4963.6,yes
